Country,Party,Short,Website,News,EU Website,EU News,Source
NL,People's Party for Freedom and Democracy,VVD,https://www.vvd.nl/,https://cms.vvd.nl/nieuws/,https://www.vvd.nl/europees-parlement/,,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
NL,Party for Freedom,PVV,https://pvv.nl/,https://pvv.nl/,https://www.pvv-europa.nl/,https://www.pvv-europa.nl/nieuws,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
NL,Christian Democratic Appeal,CDA,https://www.cda.nl/,https://www.cda.nl/actueel/nieuws/,https://www.cda.nl/europa/,https://www.cda.nl/europa/actueel/nieuws/,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
NL,Democrats 66,D66,https://d66.nl/,https://d66.nl/actueel/,https://d66.nl/voor-europa/,,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
NL,GroenLinks,GL,https://groenlinks.nl/,https://groenlinks.nl/nieuws,https://europa.groenlinks.nl/,https://groenlinks.nl/nieuws/europese-unie,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
NL,Socialist Party,SP,https://www.sp.nl/,https://www.sp.nl/nu?type=nieuws,,,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
NL,Labour Party,PvdA,https://www.pvda.nl/,https://www.pvda.nl/nieuws/,https://europa.pvda.nl/,https://europa.pvda.nl/nieuws/,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
NL,Christian Union,CU,https://www.christenunie.nl/,https://www.christenunie.nl/blog,https://www.christenunie.nl/europa,https://www.christenunie.nl/europa,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
NL,Party for the Animals,PvdD,https://www.partijvoordedieren.nl/,https://www.partijvoordedieren.nl/actueel,https://europa.partijvoordedieren.nl/,https://europa.partijvoordedieren.nl/archief/nieuws,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
NL,50PLUS,50+,https://50pluspartij.nl/,https://50pluspartij.nl/actueel,https://www.50pluspartij.nl/704-europa,https://www.50pluspartij.nl/704-europa#mod-323,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
NL,Reformed Political Party,SGP,https://www.sgp.nl/,https://www.sgp.nl/actueel,https://eurofractie.sgp.nl/,https://eurofractie.sgp.nl/actueelnieuws,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
NL,Denk,DENK,https://www.bewegingdenk.nl/,https://www.bewegingdenk.nl/actueel/nieuwsberichten/,,,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
NL,Forum for Democracy,FvD,https://forumvoordemocratie.nl/,https://forumvoordemocratie.nl/actueel,https://forumvoordemocratie.nl/standpunten/europese-unie,,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands)
BE,Nieuw-Vlaamse Alliantie,N-VA,https://www.n-va.be/,https://www.n-va.be/nieuws,https://www.n-va.be/standpunten/europa,https://www.n-va.be/nieuws?onderwerp=Europa,http://www.parties-and-elections.eu/belgium.html
BE,Vlaams Belang,VB,https://www.vlaamsbelang.org/,https://www.vlaamsbelang.org/category/nieuws/,https://www.vlaamsbelang.org/tag/europa/,https://www.vlaamsbelang.org/tag/europa/,http://www.parties-and-elections.eu/belgium.html
BE,Christen-Democratisch & Vlaams,CD&V,https://www.cdenv.be/,https://www.cdenv.be/actua/,https://www.cdenv.be/wie-zijn-we/cdenv-als-politieke-partij/europees-parlement/,https://www.cdenv.be/wie-zijn-we/cdenv-als-politieke-partij/europees-parlement/,http://www.parties-and-elections.eu/belgium.html
BE,Open Vlaamse Liberalen en Democraten,Open VLD,https://www2.openvld.be/,https://www2.openvld.be/nieuws/,https://www2.openvld.be/standpunten/europa-de-wereld/,https://www2.openvld.be/standpunten/europa-de-wereld/,http://www.parties-and-elections.eu/belgium.html
BE,Socialistische Partij. Anders,SP.A,https://www.s-p-a.be/,,https://www.s-p-a.be/standpunten/europa/,,http://www.parties-and-elections.eu/belgium.html
BE,De Vlaamse Groenen,GROEN,https://www.groen.be/,https://www.groen.be/persberichten,https://www.groen.be/europa,,http://www.parties-and-elections.eu/belgium.html
BE,Parti Socialiste,PS,https://www.ps.be/#/,https://www.ps.be/#/page/articles/,https://www.ps.be/#/page/topic/Europe/43,https://www.ps.be/#/page/topic/Europe/43,http://www.parties-and-elections.eu/belgium.html
BE,Mouvement Réformateur,MR,http://www.mr.be/,http://www.mr.be/actu/,http://www.mr.be/projet/europe-international/,,http://www.parties-and-elections.eu/belgium.html
BE,Ecolo,ECOLO,https://ecolo.be/,https://ecolo.be/actualites/,https://ecolo.be/tag/europe/,https://ecolo.be/tag/europe/,http://www.parties-and-elections.eu/belgium.html
BE,Centre Démocrate Humaniste,CDH,http://www.lecdh.be/,http://www.lecdh.be/,https://www.lecdh.be/nos-candidats-2019/europe,,http://www.parties-and-elections.eu/belgium.html
BE,Démocrate Fédéraliste Indépendant,DéFI,https://defi.eu/,https://defi.eu/category/actualites/,https://defi.eu/thematique/europe/,https://defi.eu/thematique/europe/,http://www.parties-and-elections.eu/belgium.html
BE,Parti Populaire,PP,http://lepeuple.be/,http://lepeuple.be/,,,http://www.parties-and-elections.eu/belgium.html
BE,Parti du Travail de Belgique,PTB,https://www.ptb.be/,https://www.ptb.be/actualites,https://www.ptb.be/tags/europe,https://www.ptb.be/tags/europe,http://www.parties-and-elections.eu/belgium.html
LU,Chrëschtlech Sozial Vollekspartei,CSV,https://csv.lu/,https://csv.lu/aktualiteit/,https://csi.csv.lu/elections-europeennes-2019/,https://csv.lu/category/aus-europa/,http://www.parties-and-elections.eu/luxembourg.html
LU,Lëtzebuergesch Sozialistesch Arbechterpartei,LSAP,https://www.lsap.lu/accueil-2/,https://www.lsap.lu/politesch-aktualiteit/news/,https://www.lsap.lu/europe/,,http://www.parties-and-elections.eu/luxembourg.html
LU,Demokratesch Partei,DP,https://www.dp.lu/,https://www.dp.lu/de/aktuelles,https://www.dp.lu/de/europa,,http://www.parties-and-elections.eu/luxembourg.html
LU,Déi Gréng,Gréng,https://wielgreng.lu/,https://wielgreng.lu/aktualiteit/,http://www.greng.lu/greng-kandidate-fir-europa,http://www.greng.lu/actualites?keywords=&article_type=All&theme=8&year%5Bvalue%5D%5Byear%5D=&field_author_target_id=,http://www.parties-and-elections.eu/luxembourg.html
LU,Alternativ Demokratesch Reformpartei,ADR,https://adr.lu/,https://adr.lu/,https://adr.lu/aecr/,https://adr.lu/aecr/,http://www.parties-and-elections.eu/luxembourg.html
LU,Piratepartei Lëtzebuerg,Piraten,https://www.piraten.lu/,https://www.piraten.lu/category/news/,https://www.piraten.lu/eu-programm-2019/,,http://www.parties-and-elections.eu/luxembourg.html
LU,Déi Lénk,Lénk,http://www.dei-lenk.lu/,http://www.dei-lenk.lu/,https://www.dei-lenk.lu/theme-en-detail/europe/,https://www.dei-lenk.lu/theme-en-detail/europe/,http://www.parties-and-elections.eu/luxembourg.html
FR,La République en Marche,LREM,https://en-marche.fr/,https://en-marche.fr/articles,http://www.europe-en-marche.fr/,,http://www.parties-and-elections.eu/france.html
FR,Les Républicains,LR,https://www.republicains.fr/,https://www.republicains.fr/actualites,https://www.republicains.fr/categories/europe,https://www.republicains.fr/categories/europe,http://www.parties-and-elections.eu/france.html
FR,Rassemblement National,RN,https://rassemblementnational.fr/,https://rassemblementnational.fr/actualites/,https://rn-europeennes.fr/,https://rn-europeennes.fr/actualites/,http://www.parties-and-elections.eu/france.html
FR,La France Insoumise,FI,https://lafranceinsoumise.fr/,https://lafranceinsoumise.fr/actualites/,https://lafranceinsoumise.fr/actualites/elections-europeennes/lavenir-en-commun-en-europe-aussi/,https://lafranceinsoumise.fr/actualites/elections-europeennes/,http://www.parties-and-elections.eu/france.html
FR,Parti Socialiste,PS,https://www.parti-socialiste.fr/,https://www.parti-socialiste.fr/sylvie-goulard-la-faute-europeenne-demmanuel-macron/,https://www.parti-socialiste.fr/theme/europe/,https://www.parti-socialiste.fr/theme/europe/,http://www.parties-and-elections.eu/france.html
FR,Europe Écologie Les Verts,EELV,https://eelv.fr/,https://eelv.fr/categories/actu/,https://eelv.fr/parlons-europe/,,http://www.parties-and-elections.eu/france.html
FR,Mouvement Démocrate,MoDem,https://www.mouvementdemocrate.fr/,https://www.mouvementdemocrate.fr/,https://www.mouvementdemocrate.fr/programme/europe-2315,https://www.mouvementdemocrate.fr/en-europe,http://www.parties-and-elections.eu/france.html
FR,Union des Démocrates et Indépendants,UDI,http://parti-udi.fr/,http://parti-udi.fr/actualites/,https://www.les-europeens.eu/notre_projet,https://www.les-europeens.eu/actualites,http://www.parties-and-elections.eu/france.html
FR,Parti Communiste Français,PCF,http://www.pcf.fr/,http://www.pcf.fr/actualites,http://www.pcf.fr/collectif_europe,,http://www.parties-and-elections.eu/france.html
FR,Debout la France,DLF,http://www.debout-la-france.fr/,http://www.debout-la-france.fr/,http://www.debout-la-france.fr/actualite/projet-pour-les-elections-europeennes,,http://www.parties-and-elections.eu/france.html
FR,Parti Radical de Gauche,PRG,https://www.partiradicaldegauche.fr/,,,,http://www.parties-and-elections.eu/france.html
FR,Front de Gauche,FG,,,,,http://www.parties-and-elections.eu/france.html
FR,Alliance Centriste,AC,http://www.alliancecentriste.fr/,http://www.alliancecentriste.fr/actualites/,,,http://www.parties-and-elections.eu/france.html
ES,Partido Socialista Obrero Español,PSOE,https://www.psoe.es/,https://www.psoe.es/actualidad/,http://www.socialistas-parlamentoeuropeo.eu/,http://www.socialistas-parlamentoeuropeo.eu/noticias/,http://www.parties-and-elections.eu/spain.html
ES,Partido Popular,PP,http://www.pp.es/,http://www.pp.es/actualidad,http://www.pp.es/europa,http://www.pp.es/europa,http://www.parties-and-elections.eu/spain.html
ES,Ciudadanos - Partido de la Ciudadanía,CS,https://www.ciudadanos-cs.org/,https://www.ciudadanos-cs.org/prensa,https://www.ciudadanos-cs.org/europa,,http://www.parties-and-elections.eu/spain.html
ES,Unidos Podemos,UP,https://podemos.info/,https://podemos.info/actualidad/,https://unidaspodemos.info/,,http://www.parties-and-elections.eu/spain.html
ES,Vox,VOX,https://www.voxespana.es/,https://www.voxespana.es/noticias,,,http://www.parties-and-elections.eu/spain.html
ES,Esquerra Republicana de Catalunya,ERC,https://www.esquerra.cat/ca/inici,,,,http://www.parties-and-elections.eu/spain.html
ES,Junts per Catalunya,JxCat,https://juntspercatalunya.cat/,https://juntspercatalunya.cat/noticies/,https://juntspercatalunya.cat/europa/,,http://www.parties-and-elections.eu/spain.html
ES,Eusko Alderdi Jeltzalea,EAJ-PNV,https://www.eaj-pnv.eus/,https://www.eaj-pnv.eus/eu/berriak/,,,http://www.parties-and-elections.eu/spain.html
ES,Euskal Herria Bildu,EHB,http://ehbildu.eus/,http://ehbildu.eus/,,,http://www.parties-and-elections.eu/spain.html
ES,Coalició Compromís,COMPROMÍS,https://compromis.net/,https://compromis.net/arxiu/,,,http://www.parties-and-elections.eu/spain.html
ES,Coalición Canaria - Partido Nacionalista Canario,CC-PNC,http://coalicioncanaria.org/,http://coalicioncanaria.org/noticias/,,,http://www.parties-and-elections.eu/spain.html
ES,Unión del Pueblo Navarro,UPN,https://www.upn.org/,https://www.upn.org/actualidad/,,,http://www.parties-and-elections.eu/spain.html
ES,Partido Regionalista de Cantabria,PRC,http://prc.es/,http://prc.es/prc.php/web/noticias,,,http://www.parties-and-elections.eu/spain.html
PT,Partido Socialista,PS,https://ps.pt/,https://ps.pt/index.php/noticias/,https://www.pes.eu/en/,https://www.pes.eu/en/news-events/news/,http://www.parties-and-elections.eu/portugal.html
PT,Partido Social Democrata,PSD,https://www.psd.pt/,https://www.psd.pt/atualidade-noticias/,https://www.psd.pt/legislativas-2019/europa/,,http://www.parties-and-elections.eu/portugal.html
PT,Bloco de Esquerda,BE,https://www.bloco.org/,https://www.bloco.org/not%C3%ADcias/atualidade.html,,,http://www.parties-and-elections.eu/portugal.html
PT,Coligação Democrática Unitária,CDU,https://www.cdu.pt/2019/,https://www.cdu.pt/2019/,,,http://www.parties-and-elections.eu/portugal.html
PT,Partido Popular,CDS-PP,https://www.cds.pt/,https://www.cds.pt/,,,http://www.parties-and-elections.eu/portugal.html
PT,Pessoas-Animais-Natureza,PAN,https://www.pan.com.pt/,https://www.pan.com.pt/noticias/?postorder=default&postyear=all,,https://www.pan.com.pt/noticias/?category%5B%5D=europeias&postorder=default&postyear=all,http://www.parties-and-elections.eu/portugal.html
PT,Chega,CH,https://partidochega.pt/,https://partidochega.pt/categorias/noticias/,https://partidochega.pt/manifesto-para-a-europa/,,http://www.parties-and-elections.eu/portugal.html
PT,Iniciativa Liberal,IL,https://iniciativaliberal.pt/,,,,http://www.parties-and-elections.eu/portugal.html
PT,Livre,L,https://partidolivre.pt/,https://partidolivre.pt/comunicados,,,http://www.parties-and-elections.eu/portugal.html
IE,Fine Gael,FG,https://www.finegael.ie/,https://www.finegael.ie/latest-news/national/,https://www.finegael.ie/european-and-local-elections-2019/,,http://www.parties-and-elections.eu/ireland.html
IE,Fianna Fáil,FF,https://www.fiannafail.ie/,https://www.fiannafail.ie/latest-news/,,,http://www.parties-and-elections.eu/ireland.html
IE,Sinn Féin,SF,https://www.sinnfein.ie/?no-splash=true,https://www.sinnfein.ie/newsroom,,,http://www.parties-and-elections.eu/ireland.html
IE,Labour Party,LAB,https://www.labour.ie/,https://www.labour.ie/news/blog.html,,,http://www.parties-and-elections.eu/ireland.html
IE,Anti Austerity Alliance - People Before Profit,AAA-PBP,https://www.pbp.ie/,https://www.pbp.ie/news/,,,http://www.parties-and-elections.eu/ireland.html
IE,Social Democrats,SD,https://www.socialdemocrats.ie/,https://www.socialdemocrats.ie/,,,http://www.parties-and-elections.eu/ireland.html
IE,Green Party,GP,https://www.greenparty.ie/,https://www.greenparty.ie/latest/,,,http://www.parties-and-elections.eu/ireland.html
IE,Independents for Change,I4C,,,,,http://www.parties-and-elections.eu/ireland.html
UK,Conservatives,Con,https://www.conservatives.com/,,http://conservativeeurope.com/,http://conservativeeurope.com/news,http://www.parties-and-elections.eu/unitedkingdom.html
UK,Labour,Lab,https://labour.org.uk/,https://labour.org.uk/category/latest/,http://www.eurolabour.org.uk/,http://www.eurolabour.org.uk/news,http://www.parties-and-elections.eu/unitedkingdom.html
UK,Liberal Democrats,LibDems,https://www.libdems.org.uk/,https://www.libdems.org.uk/adlib,https://www.libdemsineurope.org/,https://www.libdemsineurope.org/news,http://www.parties-and-elections.eu/unitedkingdom.html
UK,Scottish National Party,SNP,https://www.snp.org/,https://www.snp.org/news/,https://www.snpeurope.eu/,https://www.snpeurope.eu/sie_updates,http://www.parties-and-elections.eu/unitedkingdom.html
UK,United Kingdom Independence Party,UKIP,https://www.ukip.org/,https://www.ukip.org/national-ukip-news.php,,,http://www.parties-and-elections.eu/unitedkingdom.html
UK,Green Party of England and Wales,Greens,https://campaigns.greenparty.org.uk/,https://www.greenparty.org.uk/news/,,,http://www.parties-and-elections.eu/unitedkingdom.html
UK,Democratic Unionist Party,DUP,http://www.mydup.com/,http://www.mydup.com/news,,,http://www.parties-and-elections.eu/unitedkingdom.html
UK,Sinn Féin,SF,,,,,http://www.parties-and-elections.eu/unitedkingdom.html
UK,Plaid Cymru,PC,https://www.partyof.wales/,https://www.partyof.wales/news,,,http://www.parties-and-elections.eu/unitedkingdom.html
DK,"Socialdemokratiet i Danmark
",S,https://www.socialdemokratiet.dk/da/,,,,http://www.parties-and-elections.eu/denmark.html
DK,"Venstre, Danmarks Liberale Parti
",V,https://www.venstre.dk/,https://www.venstre.dk/,,,http://www.parties-and-elections.eu/denmark.html
DK,"Dansk Folkeparti
",DF,https://danskfolkeparti.dk/,,,,http://www.parties-and-elections.eu/denmark.html
DK,"Det Radikale Venstre
",RV,https://fremad.radikale.dk/,https://fremad.radikale.dk/nyheder/,https://valg.radikale.dk/det-mener-vi-om/europa/,,http://www.parties-and-elections.eu/denmark.html
DK,"Socialistisk Folkeparti
",SF,https://sf.dk/,https://sf.dk/nyheder/,https://sf.dk/det-vil-vi/eupolitik/,,http://www.parties-and-elections.eu/denmark.html
DK,"Enhedslisten - De Rød-Grønne
",EL,https://enhedslisten.dk/,https://enhedslisten.dk/nyheder,https://enhedslisten.dk/category/eu,,http://www.parties-and-elections.eu/denmark.html
DK,"Det Konservative Folkeparti
",KF,https://konservative.dk/,https://konservative.dk/aktuelt/,https://konservative.dk/personer/europa-parlamentet/,,http://www.parties-and-elections.eu/denmark.html
DK,"Alternativet
",A,https://alternativet.dk/,https://alternativet.dk/nyheder,,,http://www.parties-and-elections.eu/denmark.html
DK,"Nye Borgerlige
",NB,https://nyeborgerlige.dk/,https://nyeborgerlige.dk/pernilles-blog/,https://nyeborgerlige.dk/politik/eu-politik/,,http://www.parties-and-elections.eu/denmark.html
DK,"Liberal Alliance
",LA,https://www.liberalalliance.dk/,,,,http://www.parties-and-elections.eu/denmark.html
DK,"Kristendemokraterne
",KD,https://www.kd.dk/,,https://www.kd.dk/europa.html,,http://www.parties-and-elections.eu/denmark.html
SE,"Socialdemokratiska Arbetarepartiet
",S,https://www.socialdemokraterna.se/,https://www.socialdemokraterna.se/aktuellt/,https://www.socialdemokraterna.se/var-politik/a-till-o/eu/,https://www.socialdemokraterna.se/aktuellt/?kategori=Europa+och+v%c3%a4rlden,http://www.parties-and-elections.eu/sweden.html
SE,Moderata Samlingspartiet,M,https://moderaterna.se/,https://moderaterna.se/nyheter,https://moderaterna.se/valmanifest-0,,http://www.parties-and-elections.eu/sweden.html
SE,Sverigedemokraterna,SD,https://sd.se/,https://sd.se/nyheter/,https://eu.sd.se/,,http://www.parties-and-elections.eu/sweden.html
SE,Centerpartiet,C,https://www.centerpartiet.se/,https://www.centerpartiet.se/press/pressmeddelande,,,http://www.parties-and-elections.eu/sweden.html
SE,Vänsterpartiet,V,http://www.vansterpartiet.se/,,,,http://www.parties-and-elections.eu/sweden.html
SE,Kristdemokraterna,KD,https://kristdemokraterna.se/,https://kristdemokraterna.se/kategori/nyheter/,,,http://www.parties-and-elections.eu/sweden.html
SE,Liberalerna,L,https://www.liberalerna.se/,https://www.liberalerna.se/category/nyheter/,,,http://www.parties-and-elections.eu/sweden.html
SE,Miljöpartiet De Gröna,MP,https://www.mp.se/,https://www.mp.se/,,,http://www.parties-and-elections.eu/sweden.html
FI,Suomen Sosialidemokraattinen Puolue,SDP,http://sdp.fi/fi/,https://sdp.fi/fi/blog/kategoria/ajankohtaista/,https://sdp.fi/fi/tutustu/sdp-euroopassa/,,http://www.parties-and-elections.eu/finland.html
FI,Perussuomalaiset,PS,https://www.perussuomalaiset.fi/,https://www.perussuomalaiset.fi/ajankohtaista/,,,http://www.parties-and-elections.eu/finland.html
FI,Kansallinen Kokoomus,KOK,https://www.kokoomus.fi/,https://www.kokoomus.fi/pressroom/,,,http://www.parties-and-elections.eu/finland.html
FI,Suomen Keskusta,KESK,https://www.keskusta.fi/Suomeksi/Etusivu,https://www.keskusta.fi/Suomeksi/Uutisia/Uutiset,,,http://www.parties-and-elections.eu/finland.html
FI,Vihreä Liitto,VIHR,https://www.vihreat.fi/,https://www.vihreat.fi/asiat/vihrea-blogi,,,http://www.parties-and-elections.eu/finland.html
FI,Vasemmistoliitto,VAS,https://vasemmisto.fi/,https://vasemmisto.fi/ajankohtaista/,,,http://www.parties-and-elections.eu/finland.html
FI,Svenska Folkepartiet i Finland,SFP,https://sfp.fi/,https://sfp.fi/artiklar/,,,http://www.parties-and-elections.eu/finland.html
FI,Suomen Kristillisdemokraatit,KD,https://www.kd.fi/,https://www.kd.fi/ajankohtaista/,,,http://www.parties-and-elections.eu/finland.html
FI,Liike Nyt,LIKE NYT,https://liikenyt.fi/,https://liikenyt.fi/,,,http://www.parties-and-elections.eu/finland.html
EE,Eesti Reformierakond,RE,https://www.reform.ee/,https://www.reform.ee/,,,http://www.parties-and-elections.eu/estonia.html
EE,Eesti Keskerakond,K,https://www.keskerakond.ee/et/,https://www.keskerakond.ee/et/,,,http://www.parties-and-elections.eu/estonia.html
EE,Eesti Konservatiivne Rahvaerakond,ERKRE,https://www.ekre.ee/,https://www.ekre.ee/uudised/,,,http://www.parties-and-elections.eu/estonia.html
EE,Isamaa Erakond,I,https://isamaa.ee/,https://isamaa.ee/category/pressiteated/,,,http://www.parties-and-elections.eu/estonia.html
EE,Sotsiaaldemokraatlik Erakond,SDE,https://www.sotsid.ee/,https://www.sotsid.ee/uudised/,,,http://www.parties-and-elections.eu/estonia.html
EE,Eesti Vabaerakond,EVA,https://vabaerakond.ee/,https://vabaerakond.ee/vabauudised/,,,http://www.parties-and-elections.eu/estonia.html
LV,"""Saskaņa"" Sociāldemokrātiskā Partija",SDPS,https://saskana.eu/,https://saskana.eu/saskana-online/,,,http://www.parties-and-elections.eu/latvia.html
LV,Kam Pieder Valsts,KPV LV,https://kampiedervalsts.com/,,,,http://www.parties-and-elections.eu/latvia.html
